初めて一致箇所が２個以上現れるのはs_i->lenが３４のとき、11９0番目
1回目 len:98 i:223 t_id:70772
1回目 len:50 i:224 t_id:197826
1回目 len:50 i:225 t_id:166616
1回目 len:50 i:226 t_id:36823
1回目 len:50 i:227 t_id:273219
1回目 len:50 i:228 t_id:37836
1回目 len:50 i:229 t_id:69750
1回目 len:50 i:230 t_id:346091
1回目 len:50 i:231 t_id:253414
1回目 len:50 i:232 t_id:244725
1回目 len:50 i:233 t_id:78145
1回目 len:50 i:234 t_id:3747
1回目 len:50 i:235 t_id:146800
1回目 len:50 i:236 t_id:57409
1回目 len:50 i:237 t_id:58808
1回目 len:50 i:238 t_id:33297
1回目 len:50 i:239 t_id:180989
1回目 len:50 i:240 t_id:54407
1回目 len:50 i:241 t_id:217364
1回目 len:50 i:242 t_id:219921
1回目 len:50 i:243 t_id:129630
1回目 len:50 i:244 t_id:167298
1回目 len:50 i:245 t_id:323766
1回目 len:50 i:246 t_id:396522
1回目 len:50 i:247 t_id:386261
1回目 len:49 i:248 t_id:85475
1回目 len:49 i:249 t_id:352635
1回目 len:49 i:250 t_id:125212
1回目 len:49 i:251 t_id:226338
1回目 len:49 i:252 t_id:352798
1回目 len:49 i:253 t_id:326525
1回目 len:49 i:254 t_id:47161
1回目 len:49 i:255 t_id:385137
1回目 len:49 i:256 t_id:343563
1回目 len:49 i:257 t_id:194721
1回目 len:49 i:258 t_id:38703
1回目 len:49 i:259 t_id:240735
1回目 len:49 i:260 t_id:318593
1回目 len:49 i:261 t_id:147433
1回目 len:49 i:262 t_id:185457
1回目 len:49 i:263 t_id:128137
1回目 len:49 i:264 t_id:93972
1回目 len:49 i:265 t_id:242511
1回目 len:49 i:266 t_id:390850
1回目 len:49 i:267 t_id:136475
1回目 len:49 i:268 t_id:44906
1回目 len:49 i:269 t_id:246786
1回目 len:48 i:270 t_id:206026
1回目 len:48 i:271 t_id:43874
1回目 len:48 i:272 t_id:24112
1回目 len:48 i:273 t_id:292417
1回目 len:48 i:274 t_id:25221
1回目 len:48 i:275 t_id:229173
1回目 len:48 i:276 t_id:72702
1回目 len:48 i:277 t_id:22170
1回目 len:48 i:278 t_id:283403
1回目 len:48 i:279 t_id:165916
1回目 len:48 i:280 t_id:51815
1回目 len:48 i:281 t_id:182214
1回目 len:48 i:282 t_id:247357
1回目 len:48 i:283 t_id:73339
1回目 len:48 i:284 t_id:242070
1回目 len:48 i:285 t_id:232496
1回目 len:48 i:286 t_id:363029
1回目 len:48 i:287 t_id:21127
1回目 len:48 i:288 t_id:352462
1回目 len:47 i:289 t_id:321271
1回目 len:47 i:290 t_id:256657
1回目 len:47 i:291 t_id:368625
1回目 len:47 i:292 t_id:182059
1回目 len:47 i:293 t_id:168191
1回目 len:47 i:294 t_id:103887
1回目 len:47 i:295 t_id:220766
1回目 len:47 i:296 t_id:190698
1回目 len:47 i:297 t_id:168457
1回目 len:47 i:298 t_id:394552
1回目 len:47 i:299 t_id:233858
1回目 len:47 i:300 t_id:215083
1回目 len:47 i:301 t_id:76322
1回目 len:47 i:302 t_id:289740
1回目 len:47 i:303 t_id:184876
1回目 len:47 i:304 t_id:162544
1回目 len:47 i:305 t_id:113570
1回目 len:47 i:306 t_id:21775
1回目 len:47 i:307 t_id:378281
1回目 len:47 i:308 t_id:364402
1回目 len:47 i:309 t_id:76496
1回目 len:47 i:310 t_id:175168
1回目 len:47 i:311 t_id:34775
1回目 len:47 i:312 t_id:135342
1回目 len:47 i:313 t_id:101868
1回目 len:46 i:314 t_id:399797
1回目 len:46 i:315 t_id:63467
1回目 len:46 i:316 t_id:95339
1回目 len:46 i:317 t_id:298824
